2017-03-31,DBIF,150001,25.079900,0.000000
2017-03-31,DBJP,45900800,37.371100,0.000000
2017-03-31,DBKO,1100001,26.494200,0.000000
2017-03-31,DBMX,150001,20.563500,0.000000
2017-03-31,DBO,45600040,8.788000,0.000000
2017-03-31,DBP,4200040,38.143300,0.000000
2017-03-31,DBS,1000040,28.379700,0.000000
2017-03-31,DBUK,250001,21.198200,0.000000
2017-03-31,DBV,1600000,25.259900,0.000000
2017-03-31,DCNG,35000,19.010000,0.000000
2017-03-31,DDBI,200000,26.010000,0.000000
2017-03-31,DDG,175000,24.540000,0.000000
2017-03-31,DDM,3550000,91.380000,0.000000
2017-03-31,DDP,17600,53.605800,0.000000
2017-03-31,DEE,9000,81.897100,0.000000
2017-03-31,DEEF,250001,25.698900,0.000000
2017-03-31,DEF,4100000,41.339500,0.000000
2017-03-31,DEM,42300000,40.694500,0.000000
2017-03-31,DEMG,450001,26.880000,0.000000
2017-03-31,DES,24500000,80.631400,0.000000
2017-03-31,DESC,150001,31.293500,0.000000
2017-03-31,DEUS,2250001,28.540400,0.000000
2017-03-31,DEW,2000000,44.754500,0.000000
2017-03-31,DFE,13100000,59.159300,0.000000
2017-03-31,DFJ,7150000,66.477000,0.000000
2017-03-31,DFNL,1851700,20.690000,0.000000
2017-03-31,DGAZ,11375000,20.926500,0.000000
2017-03-31,DGL,3600040,40.031000,0.000000
2017-03-31,DGP,4970000,23.454900,0.000000
2017-03-31,DGRE,2100000,23.210000,0.000000
2017-03-31,DGRO,46650000,30.433800,0.000000
2017-03-31,DGRS,3100000,32.510000,0.000000
2017-03-31,DGRW,36400000,35.390000,14192000.000000
2017-03-31,DGS,24800000,44.620800,0.000000
2017-03-31,DGT,1100464,74.553500,0.000000
2017-03-31,DGZ,1110100,14.081100,0.000000
2017-03-31,DHS,18450000,68.475200,0.000000
2017-03-31,DHVW,700000,27.612700,0.000000
2017-03-31,DIA,78142867,206.339000,-31048725.000000
2017-03-31,DIG,4025000,37.400000,1878000.000000
2017-03-31,DIM,3000000,59.875000,0.000000
2017-03-31,DIRT,60000,31.090000,0.000000
2017-03-31,DIV,15300000,25.150000,0.000000
2017-03-31,DIVA,150000,25.586400,0.000000
2017-03-31,DIVC,4000000,31.210000,0.000000
2017-03-31,DIVI,225000,18.184800,0.000000
2017-03-31,DIVY,1954347,26.096300,0.000000
2017-03-31,DJCI,8279000,15.400000,0.000000
2017-03-31,DJD,250000,29.671900,0.000000
2017-03-31,DJP,39535000,23.330000,0.000000
2017-03-31,DLN,23400000,82.920200,0.000000
2017-03-31,DLS,19700000,65.179400,6550490.000000
2017-03-31,DNL,1000000,50.031000,-5044740.000000
2017-03-31,DNO,150000,67.227600,0.000000
2017-03-31,DOD,1840000,19.730000,0.000000
2017-03-31,DOG,15200000,18.110000,0.000000
2017-03-31,DOL,7900000,45.452300,0.000000
2017-03-31,DON,28950000,97.497600,0.000000
2017-03-31,DOO,5050000,39.716300,0.000000
2017-03-31,DPK,334916,19.317100,0.000000
2017-03-31,DPST,500000,62.243600,0.000000
2017-03-31,DRIP,1429803,16.114600,0.000000
2017-03-31,DRN,3350000,21.615900,0.000000
2017-03-31,DRR,710000,62.440000,0.000000
2017-03-31,DRV,1308309,12.051400,0.000000
2017-03-31,DRW,2950000,28.156000,0.000000
2017-03-31,DSI,9150000,86.759100,0.000000
2017-03-31,DSUM,1700000,22.148900,0.000000
2017-03-31,DTD,6800000,84.044600,0.000000
2017-03-31,DTH,6200000,40.385700,0.000000
2017-03-31,DTN,10950000,82.497900,0.000000
2017-03-31,DTO,500000,121.616800,0.000000
2017-03-31,DUG,867108,42.280000,0.000000
2017-03-31,DULL,50001,27.349200,0.000000
2017-03-31,DUSA,1501700,20.200000,0.000000
2017-03-31,DUST,8018705,30.971500,0.000000
2017-03-31,DVHL,835000,22.940000,0.000000
2017-03-31,DVP,3300000,26.791400,0.000000
2017-03-31,DVY,187650000,91.119100,-9120190.000000
2017-03-31,DVYA,950000,48.557900,0.000000
2017-03-31,DVYE,7200000,39.665400,10003550.000000
2017-03-31,DVYL,590000,62.710000,0.000000
2017-03-31,DWAC,100002,24.230000,0.000000
2017-03-31,DWAQ,400000,84.500000,0.000000
